id,type,amount_charged,income,expense,payment_method,contact_id,service_id,user_id,comment,created_at
578cecc5-f16f-5fa5-ab25-aba2e0627a29,servicio,40000,40000,0,efectivo,84b6ab43-c2de-5e4d-9151-b3a2552ec482,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:12 p.m.,2025-07-08
578cecc5-f16f-5fa5-ab25-aba2e0627a29,servicio,40000,40000,0,efectivo,84b6ab43-c2de-5e4d-9151-b3a2552ec482,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:13 p.m.,2025-07-08
3dec4e24-4563-5d33-80d1-aff72e460ce4,servicio,40000,40000,0,pos,3f723510-ce82-5a79-a972-67a078067671,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:35 p.m.,2025-07-08
b6136531-51b3-57d3-8785-f04b33362f35,servicio,30000,30000,0,transferencia,be5145fe-3610-5b4b-8bca-3e72f3560629,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 5:56 p.m.,2025-07-08
6e33f579-7b40-5376-ada6-3b1c3bd8a0d3,servicio,40000,40000,10,efectivo,3146a403-891d-5ec7-83e7-e7f2a3b29532,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:29 p.m.,2025-07-08
9f478af4-d35e-5b52-ab16-6533f9537b77,servicio,40000,40000,10,efectivo,9dad58a4-7a31-5551-a01a-0868c12f3172,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:54 p.m.,2025-07-08
d8b4eb9e-be60-56f9-9c08-48f09b2f7483,servicio,40000,40000,0,efectivo,6a6bb1da-0c49-58f4-8170-2627215bd354,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 11:26 a.m.,2025-07-09
f9f38c12-8365-5c40-95df-e74df553a6f1,servicio,40000,40000,0,pos,eddc7652-d368-5b0d-9c6d-8b0e14e7b422,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 2:29 p.m.,2025-07-09
bc0a2e8c-01db-554c-8dc1-cd40d9bf48d1,servicio,40000,40000,60,efectivo,9509e2b8-aa8d-54ca-b4cd-1eb2a1c04476,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:04 p.m.,2025-07-09
c89d98b8-0a72-59ee-bb0b-de6db7a95cf9,servicio,40000,40000,10,efectivo,62dc27bf-b4db-5828-b285-be1de2ee16f3,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:50 p.m.,2025-07-09
51102958-7b4c-55a2-a219-1e97bc437a0a,gasto,,0,150,,,,,Pago de préstamo | Hora: 4:02 p.m. | Fuente: Caja,2025-07-09
10b00837-7a09-5a39-92d0-e57c799cff79,servicio,40000,40000,0,pos,d8e23762-c881-536f-b7ad-a5764298653a,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:03 p.m.,2025-07-09
e566f8a5-db5c-5609-87cc-22c896a2918e,servicio,35000,35000,65,efectivo,196079fa-a9e8-5581-a7c8-6d623c2a5883,910784b4-4669-5b74-bbb2-997a4d659b45,,Hora: 6:18 p.m.,2025-07-09
efbc65fe-cebe-5292-aa46-37eaafaf1657,servicio,40000,40000,0,pos,2bdb854e-2956-505a-b244-fa7c6b93109d,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:44 p.m.,2025-07-09
9d3a5ad8-aebc-553d-8687-fe4e68653b5e,gasto,,0,70,,,,,Pago a melani | Hora: 10:06 a.m. | Fuente: Caja,2025-07-10
ece2d666-4ce5-50c7-85e8-40a890e1910e,servicio,40000,40000,0,efectivo,460b6b03-1d9e-50a3-97f1-cfa70afdba54,b4af6236-368c-5f96-a685-e8faf26e5144,,Degradado cambia su corte siempre | Hora: 2:32 p.m.,2025-07-10
de1443d2-21a8-5f08-b7db-6f0abc885cc6,servicio,40000,40000,10,efectivo,87af7412-d351-5cd2-8666-471564d56c8f,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:07 p.m.,2025-07-10
22979724-afee-5c31-9ab9-0b6a59c42513,servicio,40000,40000,0,,f2bbde31-5c77-56fb-acea-b4bb7c056fc3,b4af6236-368c-5f96-a685-e8faf26e5144,,Degradado | Hora: 4:34 p.m.,2025-07-10
21752f5f-8f3f-553f-b4b4-5486447eaf0e,servicio,60000,60000,0,,941f491d-b206-5f2e-8119-7814e0037b5c,cb0e9128-f2f4-5d0f-9d6e-8c902c59fc83,,Hora: 5:07 p.m.,2025-07-10
9e94f21c-9452-5ade-941b-fe77da5099bb,servicio,40000,40000,60,,2ddd9685-6de5-58c7-ad61-1203889d2bef,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:32 p.m.,2025-07-10
168b2d54-928a-5aa1-9e52-9cafcd42b6b2,servicio,40000,40000,60,,d7b84b9f-0a95-58e0-869a-15fc57b2ca4f,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:28 p.m.,2025-07-10
29efda53-5105-54a8-97ed-06a9540380c6,servicio,40000,40000,60,efectivo,14f98af4-c9e7-598b-931d-260027bcf965,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:59 p.m.,2025-07-10
6359ad5a-3d1a-5084-96cb-5ed5acf49396,servicio,40000,40000,0,pos,ee466ba6-b415-5107-a1a6-966eebb44c3f,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 11:16 a.m.,2025-07-11
a90c5480-055b-5015-a31a-6f198f9fe376,servicio,40000,40000,0,pos,8a21134a-b72d-538b-8abf-767fb94abe60,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 11:48 a.m.,2025-07-11
61839f0c-018d-5c8a-ad32-8c414c2a7735,servicio,35000,35000,0,efectivo,dd7b256d-574c-5450-bd80-e7fd88de7208,910784b4-4669-5b74-bbb2-997a4d659b45,,Hora: 1:03 p.m.,2025-07-11
3c4c4a31-d798-587a-8f38-3e895ae0d741,servicio,40000,40000,0,transferencia,2a0cbfe6-9cf1-59c0-b02c-ca60c8113740,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:09 p.m.,2025-07-11
432db35c-33b1-5040-83a5-dc15ecf58aeb,servicio,40000,40000,60,,a4f0883b-bdf1-50b6-bd82-89ba4c9ed51f,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 4:29 p.m.,2025-07-11
6099494f-a346-55cb-b7a1-725f0dd80bdd,servicio,40000,40000,0,transferencia,d754e181-db8e-57ec-834b-7696926398f6,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:09 p.m.,2025-07-11
b3189217-79b0-59c3-b913-3343499354d8,servicio,40000,40000,0,transferencia,4870fb15-0d36-504d-874a-cfb6ff83faf4,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:09 p.m.,2025-07-11
117a9b46-a9d0-5711-9aed-8745dea85f26,servicio,40000,40000,0,transferencia,87c0c2e0-bb5b-5d95-ac41-00272c4d648e,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:09 p.m.,2025-07-11
a2f84482-f0eb-50f3-9946-2685bb4fc03d,servicio,25000,25000,0,,4ab90db3-079f-51d0-ae8a-621881b76f00,8b3eb052-313c-5bd1-a6bb-4106ed0592af,,Hora: 5:26 p.m.,2025-07-11
0f2e6199-534f-54ad-ad68-115263ff0228,servicio,40000,40000,60,efectivo,90fddc2d-ca82-56de-b84f-282d8385ec30,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:45 p.m.,2025-07-11
bd265fc3-4c53-5cac-a14b-d213dbebac23,servicio,40000,40000,0,transferencia,3e79a982-18ae-5b75-b07e-662b17935a12,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:19 p.m.,2025-07-11
3872f78d-66ef-5c42-8a34-f885746d5987,servicio,40000,40000,0,transferencia,ae55718a-72a6-5270-9881-b2de45866554,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:43 p.m.,2025-07-11
19fb3693-1fa3-5ba5-8e88-d68367814ae7,servicio,40000,40000,0,,1aa121bd-0f5b-51a9-8a71-d9a8d4a72537,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:59 p.m.,2025-07-11
12cc7f0b-04dc-5b29-95f8-f0bf94bbfc4e,servicio,30000,30000,0,efectivo,196079fa-a9e8-5581-a7c8-6d623c2a5883,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 7:23 p.m.,2025-07-11
8a0bc434-63b4-5251-8eee-78cdd0b7b2ff,servicio,35000,35000,65,efectivo,69896227-02ea-579c-9bb5-b931fbb288ca,910784b4-4669-5b74-bbb2-997a4d659b45,,Hora: 10:46 a.m.,2025-07-12
2f2cc1ca-2906-5c17-a35a-e0272fcd8447,servicio,40000,40000,0,pos,61f75a6f-13cb-5b39-a13e-5cbcc1b897ba,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 11:12 a.m.,2025-07-12
048d0a9c-b7cf-5b8b-9276-808c68e7a4fe,servicio,40000,40000,0,transferencia,6fa3c199-cd0b-56cc-b5bc-6c35e01435a8,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 11:40 a.m.,2025-07-12
00880eb6-7a82-5a39-bade-4ddf79946a1f,servicio,25000,25000,0,pos,81901e2b-eae6-51da-a39b-19dfe4546fbb,8b3eb052-313c-5bd1-a6bb-4106ed0592af,,Hora: 12:26 p.m.,2025-07-12
c7c4abd3-dacc-59ba-a41e-b6e0a9cf0930,servicio,40000,40000,0,pos,284bcacd-1fc6-5ebc-b8a4-278afa9ce581,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 12:59 p.m.,2025-07-12
9b229828-49d9-59c8-9e62-a63b774241a0,servicio,30000,30000,20,efectivo,ee500ada-a68c-5316-aef2-8faf31d7b047,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 1:38 p.m.,2025-07-12
9b229828-49d9-59c8-9e62-a63b774241a0,servicio,30000,30000,20,,ee500ada-a68c-5316-aef2-8faf31d7b047,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 1:38 p.m.,2025-07-12
2e650169-3e8f-55d2-9e9c-c8c06072a739,servicio,40000,40000,0,efectivo,7d738575-71a6-5a14-8bcd-c34e9c7efd53,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 2:10 p.m.,2025-07-12
e1287297-947f-5922-bdfc-381410a35042,servicio,35000,35000,0,pos,1bc201d7-c5cb-52c1-b4b1-ea5429d68b1f,910784b4-4669-5b74-bbb2-997a4d659b45,,Hora: 3:05 p.m.,2025-07-12
9f0e5e95-6fe9-5d8a-9df7-6cbbe069b73e,servicio,40000,40000,0,efectivo,92d9e326-8514-524d-921f-c8ab02c6b147,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:31 p.m.,2025-07-12
d4c5f815-77b9-5415-8beb-f3e106a43ba0,servicio,40000,40000,0,efectivo,7bbdea35-f6b5-5ca8-aa99-00a17c64f968,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:51 p.m.,2025-07-12
bf430112-b40b-5f7c-871f-6523eacd309a,servicio,40000,40000,0,efectivo,ed2e3199-05f5-5f75-b77a-407181cf1832,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 4:41 p.m.,2025-07-12
9e19e5b0-17da-5615-a023-deaf41386915,servicio,40000,40000,0,transferencia,428428f5-04c3-57b0-92db-cfaa96d2c9fb,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:43 p.m.,2025-07-12
750380a4-7d06-5029-92ee-66fbc829b015,servicio,30000,30000,0,transferencia,428428f5-04c3-57b0-92db-cfaa96d2c9fb,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 5:43 p.m.,2025-07-12
fd34718d-8248-5c54-bed3-1e8a692b6ec0,gasto,,0,12,,,,,Aguatero | Hora: 5:50 p.m. | Fuente: Caja,2025-07-12
ae70bc77-a1e5-5a55-83b2-ddcf1dd1396d,servicio,40000,40000,60,efectivo,8a567d14-fe32-5010-9355-a6af059dd608,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:46 p.m.,2025-07-12
c42f0ade-3863-5d3a-bc56-28a08f194a32,servicio,40000,40000,0,pos,46907921-de73-5aa6-9ea4-eb7fac9f9198,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 7:10 p.m.,2025-07-12
01c7ada9-954b-583f-b9e8-ec9929b58a3b,servicio,35000,35000,65,efectivo,e81174a1-ae30-55a8-a37a-dfb72d4f47cb,910784b4-4669-5b74-bbb2-997a4d659b45,,Hora: 7:23 p.m.,2025-07-12
37ecd2fb-58bb-5484-9c48-c4306f9f2377,servicio,40000,40000,0,pos,4122a260-020d-5d6d-b830-70f74fe9f205,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 7:50 p.m.,2025-07-12
fd34718d-8248-5c54-bed3-1e8a692b6ec0,cierre,,0,563,,,,,Hora: 4:16 p.m.,2025-07-12
24bdec20-ba70-5e18-b71f-963ecddbae4a,servicio,40000,40000,0,pos,c08d0836-02a6-50bf-8cf7-06bada109a27,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 12:20 p.m.,2025-07-15
f318d667-2582-53d1-8c8b-42c00a4c2f0c,servicio,40000,40000,0,pos,b9d2cd56-9843-539a-989a-a0804cd7be7d,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 12:20 p.m.,2025-07-15
351ddbb1-edbf-562b-ac3d-5f35cb0f2429,servicio,40000,40000,0,efectivo,29bc57e2-a7eb-5499-9fbd-35d5294b8669,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 12:21 p.m.,2025-07-14
d989267e-3957-5f25-ae31-b781d782f3ce,servicio,35000,35000,0,efectivo,e6255d3b-57a2-503a-aef8-daaa61d479db,910784b4-4669-5b74-bbb2-997a4d659b45,,Hora: 12:21 p.m.,2025-07-14
b7041f1e-02ad-54bc-bc74-83a06235d36d,servicio,30000,30000,0,transferencia,5b95aa48-1302-5014-b86f-ff8707c7da2a,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 1:01 p.m.,2025-07-15
98d9fcc8-2c35-5abb-a123-40a1e4193ae7,servicio,35000,35000,15,efectivo,a934f617-401e-596f-bd16-d23f9f265c02,910784b4-4669-5b74-bbb2-997a4d659b45,,Hora: 1:09 p.m.,2025-07-15
9e1cf7a6-aa54-5854-b8df-4ab2c0d61971,gasto,,0,20,,,,,Papel higiénico | Hora: 1:09 p.m. | Fuente: Caja,2025-07-15
d5bb3357-69e4-5493-abb2-64d67d307765,servicio,60000,60000,40,efectivo,394126ba-6ad4-5d6e-a183-dbc9ee481e92,cb0e9128-f2f4-5d0f-9d6e-8c902c59fc83,,Hora: 3:34 p.m.,2025-07-15
3dfcb035-cd29-5cf2-be65-11893b2eb4c2,servicio,30000,30000,0,pos,c68fd4a0-41d7-5039-862d-97d80f9c0bff,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 3:52 p.m.,2025-07-15
9408893a-4912-5810-8de8-151a5814bb6a,servicio,40000,40000,10,efectivo,e80afc55-2470-540a-b893-68e1bdf84bd7,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 4:20 p.m.,2025-07-15
b9f51758-019d-53c5-b812-f1586f5312cd,servicio,40000,40000,0,efectivo,,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:02 p.m.,2025-07-15
b79d991d-b992-58e1-acdb-36e724b38b4c,servicio,40000,40000,60,,61cac5ef-0e66-5318-b25a-805863bfc85d,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:48 p.m.,2025-07-15
2114dd05-153b-5413-b2eb-650c1b683ad3,servicio,40000,40000,0,transferencia,0f14f83a-4f82-5971-be8c-6aa6e198d0ec,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 7:08 p.m.,2025-07-15
1e5700e2-0115-5a86-9b30-786fdb490d14,servicio,40000,40000,0,pos,23fd8092-bc74-5daa-88d4-ecf83e9df9b1,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 7:29 p.m.,2025-07-15
510ff05e-5525-5e81-be81-b20fbb465de3,gasto,,0,15,,,,,Lavado de auto innecesario | Hora: 2:20 p.m. | Fuente: Caja,2025-07-16
a745f8dc-6325-55ad-8d17-d80733e82332,servicio,40000,40000,0,pos,1c428c0d-9b70-58df-ba7c-48315cca8934,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:14 p.m.,2025-07-16
85699993-8573-5ae6-95e4-aed172d89bec,servicio,35000,35000,0,pos,b10a8a12-97a9-51f1-ae16-da5bac58e023,910784b4-4669-5b74-bbb2-997a4d659b45,,Hora: 6:34 p.m.,2025-07-16
70d349c8-1566-5045-b0f4-d9e191eb26c9,servicio,40000,40000,0,pos,a7f241e5-de2b-5fe2-accf-e2cb4d7c7803,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 7:12 p.m.,2025-07-16
8f4c019d-5b5c-5f13-9f0c-28cd82170a19,servicio,40000,40000,0,pos,dcbe36e6-3fca-59ee-91dd-0da2bb32d73b,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 4:27 p.m.,2025-07-17
f9992fc1-f01d-588d-8690-ff9f51a8cfa0,servicio,40000,40000,0,efectivo,fb3a7561-d54c-5498-8bd3-ddcbb0e2ca11,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 2:17 p.m.,2025-07-18
02ae7b43-534b-547c-86b2-fcf92df752c3,servicio,40000,40000,0,transferencia,dd86b414-199d-5efd-a27f-25d3a3529855,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:17 p.m.,2025-07-18
4c4933ef-a5f8-51b2-8c72-dab40c2d777e,servicio,60000,60000,0,efectivo,30c7648d-fe47-5dc9-850e-99fd95676198,cb0e9128-f2f4-5d0f-9d6e-8c902c59fc83,,Hora: 3:59 p.m.,2025-07-18
20339217-afaf-573f-929a-1fa503c7f621,servicio,40000,40000,0,efectivo,c66a3734-7354-58da-80c0-82ad8bea7ff3,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 4:17 p.m.,2025-07-18
7fb65754-67a9-5c57-b340-8a1f734f0ec0,servicio,60000,60000,0,efectivo,6f09f562-9730-5460-9fd3-f8bdeb976692,cb0e9128-f2f4-5d0f-9d6e-8c902c59fc83,,Falta pagar 10000 | Hora: 6:23 p.m.,2025-07-18
e6ed65aa-fd73-5140-a29a-599e619108a7,servicio,40000,40000,-400000000000000,pos,af8aad18-6d3f-5717-97a3-ac0a05555b08,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 7:02 p.m.,2025-07-18
71d7b69f-f8e9-56de-a7a2-1758b7039787,servicio,40000,40000,0,pos,94c9ce49-ae50-5828-b95a-e846c7147f17,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 11:14 a.m.,2025-07-19
8b63e216-d169-5897-9a60-90174d557124,servicio,40000,40000,0,pos,d3a59015-23ec-528a-971b-f6a64c526e09,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 1:27 p.m.,2025-07-19
5e8b9ca7-f648-5843-aa29-959cbeb7b3e4,servicio,40000,40000,10,efectivo,2824e43d-c22a-595a-9b70-24c9f2cb738d,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 1:42 p.m.,2025-07-19
165c9f41-a598-5bb2-b85c-c8e8878f7614,servicio,40000,40000,0,transferencia,9ebd03b3-b293-5b1c-9c8a-0598a778076b,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 4:39 p.m.,2025-07-19
30503b1b-2263-5678-9550-d3c698fa3385,servicio,40000,40000,0,efectivo,f3e2771b-1178-5783-8893-1b7f97d2f4de,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:17 p.m.,2025-07-19
f771fb51-fcb6-5e63-bd02-f25507e7d06d,servicio,40000,40000,0,transferencia,8078db8a-02c4-5cb3-a924-bc75b564440b,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:49 p.m.,2025-07-19
6045be8b-cb15-5955-afaf-f8d4ac6511de,servicio,40000,40000,0,efectivo,b0ae3ba8-00db-508b-856d-1c3406fc67bb,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:31 p.m.,2025-07-19
a7c92eb0-1652-5947-9530-141a9f9ba6cf,servicio,30000,30000,20,efectivo,acce7569-5004-5838-a451-fa092bae1c61,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 3:51 p.m.,2025-07-21
875731a2-ef5b-58ad-b853-b426ab543e2e,servicio,30000,30000,20,efectivo,9105169b-7678-535c-8027-60b51b98114b,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 3:51 p.m.,2025-07-21
acfbf4f0-1a87-5cf7-9f15-98d08d5fc574,servicio,35000,35000,0,transferencia,8cffe572-85f8-599b-8d33-fa4ad65ec7c1,910784b4-4669-5b74-bbb2-997a4d659b45,,Hora: 3:51 p.m.,2025-07-21
36e2a4a9-0a17-57de-a30c-944422722eb9,servicio,40000,40000,0,efectivo,97bdf6c8-a605-52d5-8b7f-7b9717e8e610,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:53 p.m.,2025-07-21
f4c58638-da17-5f8a-941f-59c6787a63fb,servicio,30000,30000,0,efectivo,03a08b13-8b30-50cb-926a-876da01157b8,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 4:39 p.m.,2025-07-21
3894d1e3-3ee8-5f6a-9056-828c378e0de3,servicio,30000,30000,0,transferencia,,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 4:58 p.m.,2025-07-21
4a32e42d-7ee9-5937-865f-202042662fc1,servicio,30000,30000,0,efectivo,30a5e97d-9412-5221-9e2e-01e6583a1beb,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 5:13 p.m.,2025-07-21
9bc59ace-9ed0-5cf3-8ce0-feccd8ef13f4,servicio,35000,35000,0,efectivo,,910784b4-4669-5b74-bbb2-997a4d659b45,,Hora: 7:01 p.m.,2025-07-21
4f84f144-7ff0-5fb1-8069-10f4ae6b2e01,servicio,30000,30000,0,transferencia,85ae4081-c8aa-5cef-8043-5e116818e8d1,4410801d-a633-524a-8dfa-0df5e44049d6,,Hora: 2:16 p.m.,2025-07-22
5927da02-f610-5489-9caf-b4eeffad81a6,servicio,40000,40000,0,pos,7c7bd5fd-53fb-52b7-9a6a-a665a3e7091f,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 2:38 p.m.,2025-07-22
acbfef18-2ca5-59b1-91a4-b21baf951d85,servicio,40000,40000,0,transferencia,c6a839f3-cf39-5dcf-8cf0-bf71be354e3e,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:07 p.m.,2025-07-23
431ab37f-f512-5e4c-ba32-0a213f7ff3f2,servicio,40000,40000,0,efectivo,2a410002-7521-5cf3-9f2c-ae35e0a8eea4,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:38 p.m.,2025-07-23
f4f15617-6399-54b7-acce-0be0b8af6d84,servicio,40000,40000,10,efectivo,c11f3381-ba06-506e-908e-c4a4343db4db,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:34 p.m.,2025-07-23
cabddd9a-2e8e-5e16-82d3-98e076a5b4a6,servicio,40000,40000,0,pos,1e7544bf-4b7a-5f95-80b4-a72faf7b87f9,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:15 p.m.,2025-07-23
9d850cc3-0a0d-5ec5-a766-d3fe81fb219e,servicio,40000,40000,10,efectivo,2c9ee34d-fcce-5dcd-8045-b2713afc3eb0,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 6:41 p.m.,2025-07-23
77005ebd-e354-56d9-a2bd-60d0566d0ead,servicio,40000,40000,0,efectivo,70a97e86-06a3-5d05-b2a3-364f157d038a,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:24 p.m.,2025-07-24
b7a155e7-eaf4-5874-8e57-b7745d4837c5,servicio,40000,40000,0,efectivo,1aa121bd-0f5b-51a9-8a71-d9a8d4a72537,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 1:37 p.m.,2025-07-25
0ef447f7-f11b-5ffa-b57d-8a7aa4077f9b,servicio,40000,40000,0,efectivo,e501d4d6-c23e-5386-ba01-8bcd2b95e453,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:29 p.m.,2025-07-25
0971c540-bb40-5b47-a7c6-c10858a94ade,servicio,40000,40000,10,efectivo,8a5e1b95-95cf-5788-8b7a-506bcd0c222b,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 3:55 p.m.,2025-07-25
051820f4-eaeb-5ef1-b181-5cc137cce57f,servicio,60000,60000,0,pos,81901e2b-eae6-51da-a39b-19dfe4546fbb,cb0e9128-f2f4-5d0f-9d6e-8c902c59fc83,,Hora: 4:37 p.m.,2025-07-25
0b9d3721-fa88-5d4a-8720-a265c3d6724d,servicio,40000,40000,10,efectivo,1c6333b3-2df1-54e7-a6ef-fc6720a6a0ad,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:12 p.m.,2025-07-25
6fa1bb34-5b26-593f-8c7a-9420943bdd64,servicio,40000,40000,0,efectivo,6a6bb1da-0c49-58f4-8170-2627215bd354,b4af6236-368c-5f96-a685-e8faf26e5144,,Hora: 5:33 p.m.,2025-07-25
